ID,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,关联账单
qj1721040397467169959,2024/7/15 18:46,三餐,支出,11.28,CNY,交通银行借记卡,,,,
qj1721042539727135350,2024/7/15 19:22,交通,支出,1.5,CNY,微信,,,,
qj1721058448843115628,2024/7/15 23:47,三餐,支出,17,CNY,微信,,,,
qj1721058454497123261,2024/7/15 23:47,交通,支出,5.7,CNY,深圳通,,,,
qj1721058555931192506,2024/7/15 23:49,交通,支出,4.75,CNY,深圳通,,,,
qj1721058612687109945,2024/7/15 23:50,其它,转账,50,CNY,微信,深圳通,,,
qj1721058629050124412,2024/7/15 23:50,饮料,支出,6,CNY,微信,,,,
qj1721134916351105463,2024/7/16 21:01,交通,支出,5.7,CNY,深圳通,,,,
qj1721134920625131925,2024/7/16 21:02,交通,支出,5.7,CNY,深圳通,,,,
qj1721204020591109217,2024/7/16 21:02,三餐,支出,15.2,CNY,微信,,,,
qj1721204029735178123,2024/7/16 21:02,三餐,支出,16,CNY,交通银行借记卡,,,,
qj1721204075362105204,2024/7/16 21:02,三餐,支出,5.5,CNY,微信,,,,
qj1721316920279157814,2024/7/16 23:35,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1721204040662126715,2024/7/17 16:13,三餐,支出,5.5,CNY,微信,,,,
qj1721204084679106989,2024/7/17 16:14,交通,支出,5.7,CNY,深圳通,,,,
qj1721211698533158080,2024/7/17 18:21,三餐,支出,24,CNY,交通银行借记卡,,,,
qj1721211797889125488,2024/7/17 18:23,其它,转账,12,CNY,交通银行借记卡,微信,,,
qj1721211831184139740,2024/7/17 18:23,三餐,支出,11.8,CNY,交通银行借记卡,,,,
qj1721229989648148575,2024/7/17 23:26,其它,转账,12,CNY,交通银行借记卡,微信,,,
qj1721229992944119725,2024/7/17 23:26,交通,支出,5.7,CNY,深圳通,,,,
qj1721317023541158129,2024/7/17 23:37,饮料,支出,15,CNY,微信,,,,
qj1721270107289195056,2024/7/18 10:34,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1721270110245195487,2024/7/18 10:35,交通,支出,5.7,CNY,深圳通,,,,
qj1721270116507117509,2024/7/18 10:35,三餐,支出,5.5,CNY,微信,,,,
qj1721270125760119863,2024/7/18 10:35,三餐,支出,12.91,CNY,交通银行借记卡,,,,
qj1721291976703130277,2024/7/18 16:39,其它,转账,10,CNY,交通银行借记卡,微信,,,
qj1721315711285121185,2024/7/18 23:15,交通,支出,5.7,CNY,深圳通,,,,
qj1721315753213100047,2024/7/18 23:15,三餐,支出,7,CNY,微信,,,,
qj1721315766584107665,2024/7/18 23:16,三餐,支出,5,CNY,微信,,,,
qj1721315771042175880,2024/7/18 23:16,水果,支出,4.6,CNY,微信,,,,
qj1721316454644174288,2024/7/18 23:27,三餐,支出,22.13,CNY,交通银行借记卡,,,,
qj17213502752872008,2024/7/19 8:51,交通,报销记录,91.93,CNY,招商储蓄,,,,qj1717465644114166841
qj1721353130118191193,2024/7/19 9:38,三餐,支出,15.8,CNY,交通银行借记卡,,,,
qj1721353138927100478,2024/7/19 9:38,交通,支出,5.7,CNY,深圳通,,,,
qj1721363487463179401,2024/7/19 12:31,三餐,支出,6.5,CNY,交通银行借记卡,,,,
qj1721482114366189655,2024/7/19 21:28,其它,转账,9,CNY,交通银行借记卡,微信,,,
qj1721405647781115287,2024/7/20 0:13,交通,报销,84.78,CNY,交通银行借记卡,,,是,
qj1721447936944134485,2024/7/20 11:58,三餐,支出,20,CNY,交通银行借记卡,,,,
qj1721447969836182287,2024/7/20 11:59,交通,支出,2.85,CNY,深圳通,,,,
qj1721447973898178854,2024/7/20 11:59,交通,支出,2.85,CNY,深圳通,,,,
qj1721460440438199883,2024/7/20 15:27,交通,支出,7.6,CNY,深圳通,,,,
qj1721460446828117710,2024/7/20 15:27,交通,支出,1.8,CNY,交通银行借记卡,,,,
qj1721460457174145240,2024/7/20 15:27,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1721477239448147529,2024/7/20 20:07,交通,支出,7.6,CNY,深圳通,,,,
qj1721477241733138892,2024/7/20 20:07,三餐,支出,8.9,CNY,交通银行借记卡,,,,
qj1721477243507175607,2024/7/20 20:07,三餐,支出,6,CNY,交通银行借记卡,,,,
qj1721477252658141680,2024/7/20 20:07,饮料,支出,5,CNY,交通银行借记卡,,,,
qj1721477260212154428,2024/7/20 20:07,三餐,支出,15,CNY,交通银行借记卡,,,,
qj1721490614141168216,2024/7/20 23:50,三餐,支出,7,CNY,交通银行借记卡,,,,
qj1721640400261198552,2024/7/20 23:50,三餐,支出,6,CNY,微信,,,,
qj1721568904772135184,2024/7/21 21:35,三餐,支出,18.7,CNY,交通银行借记卡,,,,
qj1721568929028183604,2024/7/21 21:35,三餐,支出,19,CNY,交通银行借记卡,,,,
qj1721568931210174708,2024/7/21 21:35,水果,支出,7,CNY,交通银行借记卡,,,,
qj1721568935187188258,2024/7/21 21:35,三餐,支出,10,CNY,交通银行借记卡,,,,
qj1721568959890198102,2024/7/21 21:35,饮料,支出,13.5,CNY,交通银行借记卡,,,,
qj1721664256675123829,2024/7/22 0:04,饮料,支出,30,CNY,交通银行借记卡,,,,
qj1721664329915190027,2024/7/22 0:04,其它,支出,17,CNY,交通银行借记卡,,蛋糕,,
qj1721640370377112991,2024/7/22 17:26,交通,支出,5.7,CNY,深圳通,,,,
qj1721640372387127140,2024/7/22 17:26,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1721640432961174752,2024/7/22 17:27,三餐,支出,13.8,CNY,交通银行借记卡,,,,
qj1721640508606132738,2024/7/22 17:28,三餐,支出,19.04,CNY,交通银行借记卡,,,,
qj1721643394207117273,2024/7/22 18:16,其它,转账,9,CNY,交通银行借记卡,微信,,,
qj1721656034159183597,2024/7/22 21:47,三餐,支出,18.7,CNY,交通银行借记卡,,,,
qj1721656038108125655,2024/7/22 21:47,交通,支出,5.7,CNY,深圳通,,,,
qj1721717557982164785,2024/7/23 14:52,三餐,支出,5.5,CNY,微信,,,,
qj1721717562523112674,2024/7/23 14:52,交通,支出,5.7,CNY,深圳通,,,,
qj1721725063415108142,2024/7/23 16:57,三餐,支出,13.81,CNY,交通银行借记卡,,,,
qj1721725077156155279,2024/7/23 16:57,其它,转账,6.65,CNY,交通银行借记卡,微信,,,
qj1721725089720126433,2024/7/23 16:58,三餐,支出,13.35,CNY,交通银行借记卡,,,,
qj1721734206665120202,2024/7/23 19:30,其它,转账,6.6,CNY,交通银行借记卡,微信,,,
qj1721734214433115810,2024/7/23 19:30,三餐,支出,5,CNY,微信,,,,
qj1721734225757179027,2024/7/23 19:30,三餐,支出,6.9,CNY,交通银行借记卡,,,,
qj1721736764114105348,2024/7/23 20:12,三餐,支出,5,CNY,微信,,,,
qj1721736770894150477,2024/7/23 20:12,饮料,支出,2.5,CNY,交通银行借记卡,,,,
qj1721869505077169049,2024/7/23 20:12,交通,支出,5.7,CNY,深圳通,,,,
qj1722152746846132275,2024/7/23 20:12,其它,支出,0.51,CNY,微信,,,,
qj17217529892174680,2024/7/24 15:18,运动,支出,263.01,CNY,信用卡,,高驰Pace3，京东，6期,,
qj1721790037270187424,2024/7/24 15:18,三餐,支出,16.8,CNY,交通银行借记卡,,,,
qj1721790095379145077,2024/7/24 15:18,三餐,支出,5.5,CNY,微信,,,,
qj1721790112163114987,2024/7/24 15:18,交通,支出,5.7,CNY,深圳通,,,,
qj1721805589613196700,2024/7/24 15:19,娱乐,支出,23,CNY,交通银行借记卡,,死侍3电影票,,
qj1721819932288101337,2024/7/24 19:18,其它,转账,8,CNY,交通银行借记卡,微信,,,
qj1721867287163129543,2024/7/24 19:18,交通,支出,5.7,CNY,深圳通,,,,
qj1721867332913120842,2024/7/24 19:18,三餐,支出,9.9,CNY,微信,,,,
qj1721867341858119913,2024/7/24 19:18,三餐,支出,6,CNY,交通银行借记卡,,,,
qj1721867343808199513,2024/7/24 20:29,水果,支出,6,CNY,交通银行借记卡,,,,
qj1724252744800159446,2024/7/24 23:05,娱乐,报销,23,CNY,交通银行借记卡,,俊斌电影票,,
qj1721844568355168347,2024/7/25 2:09,娱乐,支出,20,CNY,交通银行借记卡,,倒霉蛋日麻,,
qj1721867313327121037,2024/7/25 8:28,交通,支出,5.7,CNY,深圳通,,,,
qj1721869490738183993,2024/7/25 9:04,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1721873126656136244,2024/7/25 10:05,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1721880732128156402,2024/7/25 12:12,三餐,支出,16,CNY,交通银行借记卡,,,,
qj1721896560404107012,2024/7/25 16:36,三餐,支出,9.9,CNY,交通银行借记卡,,,,
qj1721920293455121050,2024/7/25 23:11,娱乐,支出,10,CNY,交通银行借记卡,,,,
qj1721920296325130335,2024/7/25 23:11,三餐,支出,10,CNY,交通银行借记卡,,,,
qj1721920298579168972,2024/7/25 23:11,三餐,支出,6,CNY,交通银行借记卡,,,,
qj1721920304576127815,2024/7/25 23:11,交通,支出,5.7,CNY,深圳通,,,,
qj1722152498537145276,2024/7/25 23:11,三餐,支出,14,CNY,交通银行借记卡,,,,
qj1721954805837193542,2024/7/26 8:46,三餐,支出,7.9,CNY,信用卡,,,,
qj1721954824393169779,2024/7/26 8:47,交通,支出,5.7,CNY,深圳通,,,,
qj1721959798890158587,2024/7/26 10:09,饮料,支出,10.38,CNY,交通银行借记卡,,,,
qj1721989180135178328,2024/7/26 18:19,三餐,支出,6.52,CNY,交通银行借记卡,,,,
qj1721989202409151039,2024/7/26 18:20,三餐,支出,5.5,CNY,信用卡,,,,
qj1722152106539162377,2024/7/26 18:20,三餐,支出,6,CNY,信用卡,,,,
qj1722152246240164313,2024/7/26 18:20,零食,支出,2,CNY,交通银行借记卡,,,,
qj1722152465133184411,2024/7/26 18:20,三餐,支出,14,CNY,交通银行借记卡,,,,
qj1722152772749113733,2024/7/26 18:20,交通,支出,5.7,CNY,深圳通,,,,
qj1722140976768118839,2024/7/27 12:29,交通,支出,5.7,CNY,深圳通,,,,
qj1722140977758179424,2024/7/27 12:29,交通,支出,5.7,CNY,深圳通,,,,
qj1722152705144158073,2024/7/27 15:45,其它,转账,20,CNY,交通银行借记卡,微信,,,
qj1722140987135106564,2024/7/28 12:29,三餐,支出,20,CNY,交通银行借记卡,,,,
qj1722152024238129947,2024/7/28 15:33,三餐,支出,19.3,CNY,交通银行借记卡,,,,
qj1722152224310115788,2024/7/28 15:37,三餐,支出,20.85,CNY,交通银行借记卡,,,,
qj1722170316820195898,2024/7/28 20:38,三餐,支出,74,CNY,信用卡,,,,
qj1722171163438101732,2024/7/28 20:52,其它,转账,74,CNY,信用卡,微信,,,
qj1722212171796198598,2024/7/29 8:16,三餐,支出,17.76,CNY,交通银行借记卡,,,,
qj1722216364001191908,2024/7/29 9:26,三餐,支出,4.5,CNY,信用卡,,,,
qj1722216367242119978,2024/7/29 9:26,交通,支出,5.7,CNY,深圳通,,,,
qj1722246762203162273,2024/7/29 17:52,三餐,支出,18.02,CNY,交通银行借记卡,,,,
qj1722250097451161872,2024/7/29 18:48,交通,支出,1.35,CNY,交通银行借记卡,,,,
qj1722260697311158961,2024/7/29 21:44,交通,支出,1.5,CNY,交通银行借记卡,,,,
qj1722262732122103373,2024/7/29 22:18,水果,支出,4.6,CNY,微信,,,,
qj1722262740618120686,2024/7/29 22:19,三餐,支出,7,CNY,微信,,,,
qj1722262742092193295,2024/7/29 22:19,三餐,支出,8,CNY,微信,,,,
qj1722262748359116847,2024/7/29 22:19,三餐,支出,5.7,CNY,深圳通,,,,
qj1722386590026146453,2024/7/29 22:19,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1722302935061179554,2024/7/30 9:28,三餐,支出,4.5,CNY,信用卡,,,,
qj1722302950630133750,2024/7/30 9:29,交通,支出,5.7,CNY,深圳通,,,,
qj1722306260354176310,2024/7/30 10:24,饮料,支出,5.5,CNY,交通银行借记卡,,,,
qj1722309689076136469,2024/7/30 11:21,其它,转账,50,CNY,微信,深圳通,,,
qj1722312318524124397,2024/7/30 12:05,三餐,支出,17,CNY,信用卡,,,,
qj1722343025320198666,2024/7/30 20:37,交通,支出,5.7,CNY,深圳通,,,,
qj1722343028455187695,2024/7/30 20:37,三餐,支出,14,CNY,微信,,,,
qj1722388775991119812,2024/7/31 9:19,三餐,支出,4.5,CNY,信用卡,,,,
qj1722388778865154986,2024/7/31 9:19,交通,支出,5.7,CNY,深圳通,,,,
qj1722393916945155892,2024/7/31 10:45,三餐,支出,16.8,CNY,交通银行借记卡,,,,
qj1722420773383168913,2024/7/31 18:12,三餐,支出,23.04,CNY,交通银行借记卡,,,,
qj1722420910459114165,2024/7/31 18:15,三餐,支出,11.85,CNY,交通银行借记卡,,,,
qj1722439855080186980,2024/7/31 23:30,其它,转账,8,CNY,交通银行借记卡,微信,,,
qj1722439859813149059,2024/7/31 23:30,交通,支出,5.7,CNY,深圳通,,,,
qj1722492776270172064,2024/7/31 23:31,其它,支出,19.99,CNY,交通银行借记卡,,,,
qj1723542548250198564,2024/7/31 23:31,收红包,收入,16.66,CNY,支付宝,,,,
qj1722484584685112364,2024/8/1 11:56,三餐,支出,23,CNY,交通银行借记卡,,,,
qj1722484588918115807,2024/8/1 11:56,交通,支出,5.7,CNY,深圳通,,,,
qj1722492570609142462,2024/8/1 14:09,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1722492938686178905,2024/8/1 14:15,其它,还款,263.01,CNY,交通银行借记卡,信用卡,,,
qj1722499191595183402,2024/8/1 15:59,三餐,支出,10.75,CNY,交通银行借记卡,,,,
qj1722499268034172743,2024/8/1 16:01,其它,转账,11.5,CNY,交通银行借记卡,微信,,,
qj1722499275485104688,2024/8/1 16:01,三餐,支出,5.5,CNY,微信,,,,
qj1722503157535192755,2024/8/1 17:05,其它,转账,9,CNY,交通银行借记卡,微信,,,
qj1722560830536110818,2024/8/1 17:05,交通,支出,5.7,CNY,深圳通,,,,
qj1722569531197177856,2024/8/1 17:05,三餐,支出,14,CNY,交通银行借记卡,,,,
qj1723192975303130417,2024/8/1 17:06,水果,支出,17,CNY,微信,,,,
qj1722560823976188405,2024/8/2 9:07,三餐,支出,5.5,CNY,微信,,,,
qj1722560833812113918,2024/8/2 9:07,交通,支出,5.7,CNY,深圳通,,,,
qj1722580161470197429,2024/8/2 14:29,交通,支出,4.75,CNY,深圳通,,,,
qj1722595818149186179,2024/8/2 18:50,交通,支出,7.6,CNY,深圳通,,,,
qj1722609179844142465,2024/8/2 22:32,话费网费,支出,99,CNY,信用卡,,,,
qj1722609480847198289,2024/8/2 22:38,三餐,支出,23.88,CNY,交通银行借记卡,,,,
qj1722609490454121130,2024/8/2 22:38,饮料,支出,1,CNY,交通银行借记卡,,,,
qj1722609515198105430,2024/8/2 22:38,医疗,支出,9824.08,CNY,交通银行借记卡,,种植牙手术,,
qj1722681818228172536,2024/8/3 18:43,理发,支出,26,CNY,交通银行借记卡,,,,
qj1722681823057102027,2024/8/3 18:43,理发,支出,0.7,CNY,微信,,,,
qj1722683924968116595,2024/8/3 19:18,饮料,支出,3,CNY,交通银行借记卡,,,,
qj1722683926483175538,2024/8/3 19:18,三餐,支出,20,CNY,交通银行借记卡,,,,
qj1722748313727185337,2024/8/4 13:11,日用品,支出,39.7,CNY,交通银行借记卡,,,,
qj1722748318735132163,2024/8/4 13:11,三餐,支出,26.71,CNY,交通银行借记卡,,,,
qj1722774722473176470,2024/8/4 20:32,其它,支出,2,CNY,交通银行借记卡,,502胶水,,
qj1722825763428150521,2024/8/5 10:42,三餐,支出,19.5,CNY,交通银行借记卡,,,,
qj1722825766376132274,2024/8/5 10:42,交通,支出,5.7,CNY,深圳通,,,,
qj1722837435307193712,2024/8/5 13:57,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1722844705287137910,2024/8/5 15:58,饮料,支出,4.9,CNY,交通银行借记卡,,,,
qj1722849277193194200,2024/8/5 17:14,三餐,支出,1.5,CNY,微信,,,,
qj1722858368909163504,2024/8/5 19:46,三餐,支出,18.7,CNY,交通银行借记卡,,,,
qj1722870782887175154,2024/8/5 23:13,交通,报销,74.35,CNY,交通银行借记卡,,,是,
qj1722999933351144269,2024/8/5 23:13,其它,收入,0.09,CNY,交通银行借记卡,,,,
qj1723192956977105834,2024/8/5 23:13,其它,收入,0.18,CNY,微信,,,,
qj1722904551509125018,2024/8/6 8:35,交通,支出,7.6,CNY,深圳通,,,,
qj1722913133833130910,2024/8/6 10:58,三餐,支出,13.8,CNY,交通银行借记卡,,,,
qj1722913142611145561,2024/8/6 10:59,交通,支出,4.75,CNY,深圳通,,,,
qj1722913146327135436,2024/8/6 10:59,交通,支出,1.5,CNY,微信,,,,
qj1722936354013108256,2024/8/6 17:25,住房,支出,1748,CNY,交通银行借记卡,,,,
qj1722936369023121787,2024/8/6 17:26,三餐,支出,5.5,CNY,微信,,,,
qj1722938330288183685,2024/8/6 17:58,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1722950961457135414,2024/8/6 21:29,三餐,支出,22,CNY,交通银行借记卡,,,,
qj1722950966584197219,2024/8/6 21:29,交通,支出,5.7,CNY,深圳通,,,,
qj1722992558020113667,2024/8/7 9:02,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1722992561986140520,2024/8/7 9:02,交通,支出,5.7,CNY,深圳通,,,,
qj1722998083022104389,2024/8/7 10:34,三餐,支出,22.98,CNY,交通银行借记卡,,,,
qj1723022073291102039,2024/8/7 17:14,饮料,支出,10.9,CNY,交通银行借记卡,,,,
qj1723029612352169570,2024/8/7 19:20,三餐,支出,20,CNY,交通银行借记卡,,,,
qj1723029623961161088,2024/8/7 19:20,水果,支出,9,CNY,交通银行借记卡,,,,
qj1723029627162187626,2024/8/7 19:20,交通,支出,5.7,CNY,深圳通,,,,
qj1723077609018141091,2024/8/7 19:20,工资,收入,8305.28,CNY,交通银行借记卡,,,,
qj17230514057573024,2024/8/8 12:00,其它,转账,3000,CNY,交通银行借记卡,邮政储蓄,,,
qj1723079963472137396,2024/8/8 12:00,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1723079968700107010,2024/8/8 12:00,交通,支出,5.7,CNY,深圳通,,,,
qj1723085251933128534,2024/8/8 12:00,三餐,支出,21.35,CNY,邮政储蓄,,,,
qj1723108814193128052,2024/8/8 17:20,三餐,支出,14.98,CNY,交通银行借记卡,,,,
qj1723123908780120390,2024/8/8 21:31,饮料,支出,12,CNY,交通银行借记卡,,,,
qj1723123912069155146,2024/8/8 21:31,交通,支出,5.7,CNY,深圳通,,,,
qj1723124767710132540,2024/8/8 21:46,水果,支出,7,CNY,交通银行借记卡,,,,
qj1723124769496181156,2024/8/8 21:46,三餐,支出,14,CNY,交通银行借记卡,,,,
qj1723192722433157887,2024/8/9 16:38,交通,支出,5.7,CNY,深圳通,,,,
qj1723192752930123649,2024/8/9 16:39,请客送礼,支出,31.4,CNY,交通银行借记卡,,李玥潼生日榴莲,,
qj1723192811357185340,2024/8/9 16:40,三餐,支出,15.3,CNY,信用卡,,,,
qj1723192856418158454,2024/8/9 16:40,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1723192875815148860,2024/8/9 16:41,其它,转账,9,CNY,信用卡,微信,,,
qj1723202643446160718,2024/8/9 19:24,交通,支出,5.7,CNY,深圳通,,,,
qj1723202646843196615,2024/8/9 19:24,三餐,支出,20.5,CNY,交通银行借记卡,,,,
qj1723202659529109021,2024/8/9 19:24,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1723386612981113889,2024/8/9 22:30,三餐,支出,13,CNY,微信,,,,
qj1724046188148144649,2024/8/9 22:30,饮料,支出,2,CNY,交通银行借记卡,,,,
qj1723260045886124346,2024/8/10 11:20,三餐,支出,18.7,CNY,交通银行借记卡,,,,
qj1723301446521139787,2024/8/10 22:50,其它,债务-收款,500,CNY,曹思->微信,,,,
qj1723301460447158585,2024/8/10 22:51,饮料,支出,28,CNY,交通银行借记卡,,,,
qj1723301463055152382,2024/8/10 22:51,交通,支出,5.7,CNY,深圳通,,,,
qj1723301463920161725,2024/8/10 22:51,交通,支出,5.7,CNY,深圳通,,,,
qj1723373358101161841,2024/8/11 18:49,三餐,支出,26.9,CNY,微信,,,,
qj1723386529371163763,2024/8/11 22:28,水果,支出,13,CNY,微信,,,,
qj1723386540386102434,2024/8/11 22:29,零食,支出,31.4,CNY,交通银行借记卡,,,,
qj1723447039140130872,2024/8/12 15:17,饮料,支出,15,CNY,交通银行借记卡,,,,
qj1723447041904154186,2024/8/12 15:17,交通,支出,5.7,CNY,深圳通,,,,
qj1723447047333120428,2024/8/12 15:17,三餐,支出,20.98,CNY,微信,,,,
qj1723464086542113573,2024/8/12 20:01,其它,转账,1500,CNY,邮政储蓄,微信,,,
qj1723517395955133482,2024/8/12 20:01,交通,支出,5.7,CNY,深圳通,,,,
qj1723517420098113661,2024/8/12 20:01,三餐,支出,5,CNY,微信,,,,
qj1723517421870187940,2024/8/12 22:50,三餐,支出,5,CNY,微信,,,,
qj1723517423851162993,2024/8/12 22:50,三餐,支出,13,CNY,微信,,,,
qj1723542561569157457,2024/8/12 22:50,收红包,收入,3.12,CNY,支付宝,,,,
qj1728392656461138034,2024/8/12 22:50,其它,转账,94.3,CNY,基金,支付宝,,,
qj1723517384318154842,2024/8/13 10:49,饮料,支出,30,CNY,微信,,,,
qj1723517393037164780,2024/8/13 10:49,交通,支出,5.7,CNY,深圳通,,,,
qj1723517412586168543,2024/8/13 10:50,三餐,支出,15.8,CNY,微信,,,,
qj1723539877824121688,2024/8/13 17:04,三餐,支出,23.9,CNY,微信,,,,
qj1723542516689190425,2024/8/13 17:48,三餐,支出,10.92,CNY,支付宝,,,,
qj1723602969134198488,2024/8/13 17:48,交通,支出,5.7,CNY,深圳通,,,,
qj1723602962052192007,2024/8/14 10:35,三餐,支出,18.8,CNY,微信,,,,
qj1723602964464165805,2024/8/14 10:36,交通,支出,5.7,CNY,深圳通,,,,
qj1723634036237185603,2024/8/14 19:13,做饭,支出,23.83,CNY,支付宝,,,,
qj1723682012306139048,2024/8/14 19:13,交通,支出,5.7,CNY,深圳通,,,,
qj1724046140962176841,2024/8/14 19:13,饮料,支出,15,CNY,微信,,,,
qj1723682016958172644,2024/8/15 19:13,交通,支出,5.7,CNY,深圳通,,,,
qj1723682022616154303,2024/8/15 20:33,其它,转账,50,CNY,微信,深圳通,,,
qj1723718075444153524,2024/8/15 20:33,三餐,支出,24.9,CNY,支付宝,,,,
qj1723772346422146513,2024/8/15 20:33,交通,支出,5.7,CNY,深圳通,,,,
qj1724046089973169487,2024/8/15 20:33,饮料,支出,15,CNY,微信,,,,
qj1723772341392191747,2024/8/16 9:38,交通,支出,5.7,CNY,深圳通,,,,
qj1723772722467146845,2024/8/16 9:45,饮料,支出,15,CNY,微信,,,,
qj1723777111743128432,2024/8/16 10:58,三餐,支出,21.71,CNY,微信,,,,
qj1723820086031192407,2024/8/16 22:54,三餐,支出,14.98,CNY,微信,,,,
qj1723820100925101262,2024/8/16 22:55,三餐,支出,10,CNY,微信,,,,
qj1723820101838119229,2024/8/16 22:55,三餐,支出,10,CNY,微信,,,,
qj1723820104102140688,2024/8/16 22:55,交通,支出,5.7,CNY,深圳通,,,,
qj1723871786011160649,2024/8/17 13:16,三餐,支出,13,CNY,微信,,,,
qj1723881785184125892,2024/8/17 16:03,三餐,支出,17,CNY,微信,,,,
qj1723881789114191275,2024/8/17 16:03,交通,支出,7.6,CNY,深圳通,,,,
qj1723884905616140807,2024/8/17 16:55,饮料,支出,9.9,CNY,交通银行借记卡,,,,
qj1723884914980157283,2024/8/17 16:55,交通,支出,4.75,CNY,深圳通,,,,
qj1723900690263177122,2024/8/17 21:18,饮料,支出,6,CNY,微信,,,,
qj1723900692372154959,2024/8/17 21:18,三餐,支出,14,CNY,微信,,,,
qj1723900695200106199,2024/8/17 21:18,交通,支出,5.7,CNY,深圳通,,,,
qj1723900711144126481,2024/8/17 21:18,做饭,支出,12.7,CNY,微信,,,,
qj1724045946118158393,2024/8/18 13:38,做饭,支出,66.19,CNY,微信,,,,
qj1724045926216137178,2024/8/19 13:38,饮料,支出,15,CNY,微信,,,,
qj1724045928618105790,2024/8/19 13:38,交通,支出,5.7,CNY,深圳通,,,,
qj1724114797198135152,2024/8/19 13:38,交通,支出,5.7,CNY,深圳通,,,,
qj1724114807667127813,2024/8/20 8:46,其它,转账,50,CNY,微信,深圳通,,,
qj1724147795607160375,2024/8/20 17:56,三餐,支出,24,CNY,微信,,,,
qj1724147797926139947,2024/8/20 17:56,交通,支出,5.7,CNY,深圳通,,,,
qj1724166415474163045,2024/8/20 23:06,交通,支出,5.7,CNY,深圳通,,,,
qj1724166421255120505,2024/8/20 23:07,三餐,支出,5,CNY,微信,,,,
qj1724166459952166476,2024/8/20 23:07,三餐,支出,22.8,CNY,交通银行借记卡,,,,
qj1724340175925168917,2024/8/20 23:22,饮料,支出,15,CNY,微信,,,,
qj1724205299664167783,2024/8/21 9:54,做饭,支出,43.58,CNY,微信,,,,
qj1724205302130191273,2024/8/21 9:55,交通,支出,5.7,CNY,深圳通,,,,
qj1724208965440156044,2024/8/21 10:56,三餐,支出,23.2,CNY,交通银行借记卡,,,,
qj1724226768907118914,2024/8/21 15:52,三餐,支出,15,CNY,微信,,,,
qj1724227157698193885,2024/8/21 15:59,其它,转账,7,CNY,交通银行借记卡,微信,,,
qj17242274301763900,2024/8/21 16:03,交通,报销记录,71.15,CNY,招商储蓄,,,,qj1720945722366133890
qj17242274301845100,2024/8/21 16:03,交通,报销记录,84.78,CNY,招商储蓄,,,,qj1721405647781115287
qj1724249339432192797,2024/8/21 22:08,做饭,支出,25.2,CNY,微信,,,,
qj1724249454851109819,2024/8/21 22:10,交通,支出,4.75,CNY,深圳通,,,,
qj1724340092711156935,2024/8/22 23:21,交通,支出,5.7,CNY,深圳通,,,,
qj1724340093554119852,2024/8/22 23:21,交通,支出,5.7,CNY,深圳通,,,,
qj1724340097901172236,2024/8/22 23:21,三餐,支出,20,CNY,微信,,,,
qj1724340100337179125,2024/8/22 23:21,三餐,支出,19,CNY,微信,,,,
qj1724340103002115976,2024/8/22 23:21,饮料,支出,2,CNY,微信,,,,
qj1724340117891151008,2024/8/22 23:21,三餐,报销,1380,CNY,交通银行借记卡,,伊利交车费,是,
qj1724436588439115054,2024/8/23 2:09,饮料,支出,3.5,CNY,微信,,,,
qj1724381882713131308,2024/8/23 10:57,交通,支出,5.7,CNY,深圳通,,,,
qj1724382008300193590,2024/8/23 11:00,三餐,支出,21.65,CNY,微信,,,,
qj1724436598219117433,2024/8/23 14:09,三餐,支出,6,CNY,微信,,,,
qj1724436601351147647,2024/8/23 14:10,交通,支出,5.7,CNY,深圳通,,,,
qj17244094448299578,2024/8/23 18:37,三餐,报销记录,1380,CNY,微信,,,,qj1724340117891151008
qj1724436597556104632,2024/8/23 18:37,三餐,支出,7,CNY,微信,,,,
qj1724596420174163524,2024/8/23 22:33,饮料,支出,3.9,CNY,微信,,,,
qj1724596422231104571,2024/8/23 22:33,零食,支出,2,CNY,微信,,,,
qj17244313661757326,2024/8/24 15:18,运动,支出,263.01,CNY,信用卡,,高驰Pace3，京东，6期,,
qj1724475887836144138,2024/8/24 15:18,三餐,支出,19.7,CNY,微信,,,,
qj1724483002971130263,2024/8/24 15:18,医疗,支出,143.72,CNY,微信,,补牙,,
qj1724493795020147206,2024/8/24 18:03,交通,支出,6.65,CNY,深圳通,,,,
qj1724493829055176548,2024/8/24 18:03,三餐,支出,2.48,CNY,支付宝,,,,
qj1724493833057172981,2024/8/24 18:03,三餐,支出,11.42,CNY,支付宝,,,,
qj1724507349688171054,2024/8/24 21:49,其它,转账,200,CNY,交通银行借记卡,民生储蓄,,,
